------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 05:51AM on August 19, 2022
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.973244410589292e+24 34216026218.044174 26623910437.00864 9.818634933837371
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.208751859010017 6.152341551250569 1.88993805916064 -0.25281039086602725 -2.6824947170971263 8.041777290864731
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   9404             nan             nan             nan   -6.2080976330    1.8899111759   -2.6816395728
   9405             nan             nan             nan   -6.2080977025    1.8899111787   -2.6816396637
   9406             nan             nan             nan   -6.2080977721    1.8899111816   -2.6816397546
   9407             nan             nan             nan   -6.2080978416    1.8899111845   -2.6816398455
   9408             nan             nan             nan   -6.2080979111    1.8899111873   -2.6816399363
   9409             nan             nan             nan   -6.2080979806    1.8899111902   -2.6816400272
   9410             nan             nan             nan   -6.2080980501    1.8899111930   -2.6816401180
   9411             nan             nan             nan   -6.2080981196    1.8899111959   -2.6816402088
   9412             nan             nan             nan   -6.2080981891    1.8899111987   -2.6816402996
   9413             nan             nan             nan   -6.2080982585    1.8899112016   -2.6816403904
   9414             nan             nan             nan   -6.2080983279    1.8899112044   -2.6816404811
   9415             nan             nan             nan   -6.2080983973    1.8899112073   -2.6816405719
   9416             nan             nan             nan   -6.2080984667    1.8899112101   -2.6816406626
   9417             nan             nan             nan   -6.2080985361    1.8899112130   -2.6816407533
   9418             nan             nan             nan   -6.2080986055    1.8899112158   -2.6816408440
   9419             nan             nan             nan   -6.2080986749    1.8899112187   -2.6816409346
   9420             nan             nan             nan   -6.2080987442    1.8899112215   -2.6816410252
   9421             nan             nan             nan   -6.2080988135    1.8899112244   -2.6816411159
   9422             nan             nan             nan   -6.2080988828    1.8899112272   -2.6816412065
   9423             nan             nan             nan   -6.2080989521    1.8899112301   -2.6816412970
   9424             nan             nan             nan   -6.2080990214    1.8899112329   -2.6816413876
   9425             nan             nan             nan   -6.2080990907    1.8899112358   -2.6816414781
   9426             nan             nan             nan   -6.2080991599    1.8899112386   -2.6816415686
   9427             nan             nan             nan   -6.2080992292    1.8899112415   -2.6816416591
   9428             nan             nan             nan   -6.2080992984    1.8899112443   -2.6816417496
   9429             nan             nan             nan   -6.2080993676    1.8899112472   -2.6816418401
   9430             nan             nan             nan   -6.2080994368    1.8899112500   -2.6816419305
   9431             nan             nan             nan   -6.2080995060    1.8899112528   -2.6816420210
   9432             nan             nan             nan   -6.2080995751    1.8899112557   -2.6816421114
   9433             nan             nan             nan   -6.2080996443    1.8899112585   -2.6816422017
   9434             nan             nan             nan   -6.2080997134    1.8899112614   -2.6816422921
   9435             nan             nan             nan   -6.2080997825    1.8899112642   -2.6816423825
   9436             nan             nan             nan   -6.2080998516    1.8899112670   -2.6816424728
   9437             nan             nan             nan   -6.2080999207    1.8899112699   -2.6816425631
   9438             nan             nan             nan   -6.2080999898    1.8899112727   -2.6816426534
   9439             nan             nan             nan   -6.2081000589    1.8899112756   -2.6816427437
   9440             nan             nan             nan   -6.2081001279    1.8899112784   -2.6816428339
   9441             nan             nan             nan   -6.2081001969    1.8899112812   -2.6816429241
   9442             nan             nan             nan   -6.2081002660    1.8899112841   -2.6816430144
   9443             nan             nan             nan   -6.2081003350    1.8899112869   -2.6816431045
   9444             nan             nan             nan   -6.2081004040    1.8899112897   -2.6816431947
   9445             nan             nan             nan   -6.2081004729    1.8899112926   -2.6816432849
   9446             nan             nan             nan   -6.2081005419    1.8899112954   -2.6816433750
   9447             nan             nan             nan   -6.2081006108    1.8899112982   -2.6816434651
   9448             nan             nan             nan   -6.2081006798    1.8899113011   -2.6816435552
   9449             nan             nan             nan   -6.2081007487    1.8899113039   -2.6816436453
   9450             nan             nan             nan   -6.2081008176    1.8899113067   -2.6816437354
   9451             nan             nan             nan   -6.2081008865    1.8899113096   -2.6816438254
   9452             nan             nan             nan   -6.2081009553    1.8899113124   -2.6816439154
   9453             nan             nan             nan   -6.2081010242    1.8899113152   -2.6816440054
   9454             nan             nan             nan   -6.2081010930    1.8899113181   -2.6816440954
   9455             nan             nan             nan   -6.2081011619    1.8899113209   -2.6816441854
   9456             nan             nan             nan   -6.2081012307    1.8899113237   -2.6816442753
   9457             nan             nan             nan   -6.2081012995    1.8899113265   -2.6816443653
   9458             nan             nan             nan   -6.2081013683    1.8899113294   -2.6816444552
   9459             nan             nan             nan   -6.2081014370    1.8899113322   -2.6816445451
   9460             nan             nan             nan   -6.2081015058    1.8899113350   -2.6816446349
   9461             nan             nan             nan   -6.2081015745    1.8899113378   -2.6816447248
   9462             nan             nan             nan   -6.2081016432    1.8899113407   -2.6816448146
   9463             nan             nan             nan   -6.2081017120    1.8899113435   -2.6816449044
   9464             nan             nan             nan   -6.2081017807    1.8899113463   -2.6816449942
   9465             nan             nan             nan   -6.2081018493    1.8899113491   -2.6816450840
   9466             nan             nan             nan   -6.2081019180    1.8899113520   -2.6816451738
   9467             nan             nan             nan   -6.2081019867    1.8899113548   -2.6816452635
   9468             nan             nan             nan   -6.2081020553    1.8899113576   -2.6816453532
   9469             nan             nan             nan   -6.2081021239    1.8899113604   -2.6816454429
   9470             nan             nan             nan   -6.2081021925    1.8899113632   -2.6816455326
   9471             nan             nan             nan   -6.2081022611    1.8899113661   -2.6816456223
   9472             nan             nan             nan   -6.2081023297    1.8899113689   -2.6816457119
   9473             nan             nan             nan   -6.2081023983    1.8899113717   -2.6816458015
   9474             nan             nan             nan   -6.2081024668    1.8899113745   -2.6816458911
   9475             nan             nan             nan   -6.2081025354    1.8899113773   -2.6816459807
   9476             nan             nan             nan   -6.2081026039    1.8899113801   -2.6816460703
   9477             nan             nan             nan   -6.2081026724    1.8899113830   -2.6816461598
   9478             nan             nan             nan   -6.2081027409    1.8899113858   -2.6816462494
   9479             nan             nan             nan   -6.2081028094    1.8899113886   -2.6816463389
   9480             nan             nan             nan   -6.2081028778    1.8899113914   -2.6816464284
   9481             nan             nan             nan   -6.2081029463    1.8899113942   -2.6816465178
   9482             nan             nan             nan   -6.2081030147    1.8899113970   -2.6816466073
   9483             nan             nan             nan   -6.2081030831    1.8899113998   -2.6816466967
   9484             nan             nan             nan   -6.2081031515    1.8899114026   -2.6816467861
   9485             nan             nan             nan   -6.2081032199    1.8899114055   -2.6816468755
   9486             nan             nan             nan   -6.2081032883    1.8899114083   -2.6816469649
   9487             nan             nan             nan   -6.2081033567    1.8899114111   -2.6816470543
   9488             nan             nan             nan   -6.2081034250    1.8899114139   -2.6816471436
   9489             nan             nan             nan   -6.2081034934    1.8899114167   -2.6816472329
   9490             nan             nan             nan   -6.2081035617    1.8899114195   -2.6816473222
   9491             nan             nan             nan   -6.2081036300    1.8899114223   -2.6816474115
   9492             nan             nan             nan   -6.2081036983    1.8899114251   -2.6816475008
   9493             nan             nan             nan   -6.2081037666    1.8899114279   -2.6816475900
   9494             nan             nan             nan   -6.2081038348    1.8899114307   -2.6816476793
   9495             nan             nan             nan   -6.2081039031    1.8899114335   -2.6816477685
   9496             nan             nan             nan   -6.2081039713    1.8899114363   -2.6816478577
   9497             nan             nan             nan   -6.2081040395    1.8899114391   -2.6816479468
   9498             nan             nan             nan   -6.2081041077    1.8899114419   -2.6816480360
   9499             nan             nan             nan   -6.2081041759    1.8899114447   -2.6816481251
   9500             nan             nan             nan   -6.2081042441    1.8899114475   -2.6816482142
   9501             nan             nan             nan   -6.2081043123    1.8899114503   -2.6816483033
   9502             nan             nan             nan   -6.2081043804    1.8899114531   -2.6816483924
   9503             nan             nan             nan   -6.2081044486    1.8899114559   -2.6816484815
   9504             nan             nan             nan   -6.2081045167    1.8899114587   -2.6816485705
   9505             nan             nan             nan   -6.2081045848    1.8899114615   -2.6816486595
   9506             nan             nan             nan   -6.2081046529    1.8899114643   -2.6816487485
   9507             nan             nan             nan   -6.2081047209    1.8899114671   -2.6816488375
   9508             nan             nan             nan   -6.2081047890    1.8899114699   -2.6816489265
   9509             nan             nan             nan   -6.2081048571    1.8899114727   -2.6816490154
   9510             nan             nan             nan   -6.2081049251    1.8899114755   -2.6816491043
   9511             nan             nan             nan   -6.2081049931    1.8899114783   -2.6816491933
   9512             nan             nan             nan   -6.2081050611    1.8899114811   -2.6816492821
   9513             nan             nan             nan   -6.2081051291    1.8899114839   -2.6816493710
   9514             nan             nan             nan   -6.2081051971    1.8899114867   -2.6816494599
   9515             nan             nan             nan   -6.2081052650    1.8899114895   -2.6816495487
   9516             nan             nan             nan   -6.2081053330    1.8899114923   -2.6816496375
   9517             nan             nan             nan   -6.2081054009    1.8899114951   -2.6816497263
   9518             nan             nan             nan   -6.2081054688    1.8899114979   -2.6816498151
   9519             nan             nan             nan   -6.2081055368    1.8899115007   -2.6816499039
   9520             nan             nan             nan   -6.2081056046    1.8899115034   -2.6816499926
   9521             nan             nan             nan   -6.2081056725    1.8899115062   -2.6816500813
   9522             nan             nan             nan   -6.2081057404    1.8899115090   -2.6816501700
   9523             nan             nan             nan   -6.2081058082    1.8899115118   -2.6816502587
   9524             nan             nan             nan   -6.2081058761    1.8899115146   -2.6816503474
   9525             nan             nan             nan   -6.2081059439    1.8899115174   -2.6816504360
   9526             nan             nan             nan   -6.2081060117    1.8899115202   -2.6816505246
   9527             nan             nan             nan   -6.2081060795    1.8899115230   -2.6816506133
   9528             nan             nan             nan   -6.2081061473    1.8899115257   -2.6816507018
   9529             nan             nan             nan   -6.2081062150    1.8899115285   -2.6816507904
   9530             nan             nan             nan   -6.2081062828    1.8899115313   -2.6816508790
   9531             nan             nan             nan   -6.2081063505    1.8899115341   -2.6816509675
   9532             nan             nan             nan   -6.2081064182    1.8899115369   -2.6816510560
   9533             nan             nan             nan   -6.2081064859    1.8899115397   -2.6816511445
   9534             nan             nan             nan   -6.2081065536    1.8899115424   -2.6816512330
   9535             nan             nan             nan   -6.2081066213    1.8899115452   -2.6816513215
   9536             nan             nan             nan   -6.2081066890    1.8899115480   -2.6816514099
   9537             nan             nan             nan   -6.2081067566    1.8899115508   -2.6816514983
   9538             nan             nan             nan   -6.2081068242    1.8899115536   -2.6816515867
   9539             nan             nan             nan   -6.2081068919    1.8899115563   -2.6816516751
   9540             nan             nan             nan   -6.2081069595    1.8899115591   -2.6816517635
   9541             nan             nan             nan   -6.2081070271    1.8899115619   -2.6816518519
   9542             nan             nan             nan   -6.2081070946    1.8899115647   -2.6816519402
   9543             nan             nan             nan   -6.2081071622    1.8899115675   -2.6816520285
   9544             nan             nan             nan   -6.2081072298    1.8899115702   -2.6816521168
   9545             nan             nan             nan   -6.2081072973    1.8899115730   -2.6816522051
   9546             nan             nan             nan   -6.2081073648    1.8899115758   -2.6816522933
   9547             nan             nan             nan   -6.2081074323    1.8899115785   -2.6816523816
   9548             nan             nan             nan   -6.2081074998    1.8899115813   -2.6816524698
   9549             nan             nan             nan   -6.2081075673    1.8899115841   -2.6816525580
   9550             nan             nan             nan   -6.2081076348    1.8899115869   -2.6816526462
   9551             nan             nan             nan   -6.2081077022    1.8899115896   -2.6816527343
   9552             nan             nan             nan   -6.2081077697    1.8899115924   -2.6816528225
   9553             nan             nan             nan   -6.2081078371    1.8899115952   -2.6816529106
   9554             nan             nan             nan   -6.2081079045    1.8899115980   -2.6816529987
   9555             nan             nan             nan   -6.2081079719    1.8899116007   -2.6816530868
   9556             nan             nan             nan   -6.2081080393    1.8899116035   -2.6816531749
   9557             nan             nan             nan   -6.2081081066    1.8899116063   -2.6816532629
   9558             nan             nan             nan   -6.2081081740    1.8899116090   -2.6816533510
   9559             nan             nan             nan   -6.2081082413    1.8899116118   -2.6816534390
   9560             nan             nan             nan   -6.2081083086    1.8899116146   -2.6816535270
   9561             nan             nan             nan   -6.2081083759    1.8899116173   -2.6816536150
   9562             nan             nan             nan   -6.2081084432    1.8899116201   -2.6816537029
   9563             nan             nan             nan   -6.2081085105    1.8899116229   -2.6816537909
   9564             nan             nan             nan   -6.2081085778    1.8899116256   -2.6816538788
   9565             nan             nan             nan   -6.2081086450    1.8899116284   -2.6816539667
   9566             nan             nan             nan   -6.2081087123    1.8899116311   -2.6816540546
   9567             nan             nan             nan   -6.2081087795    1.8899116339   -2.6816541425
   9568             nan             nan             nan   -6.2081088467    1.8899116367   -2.6816542303
   9569             nan             nan             nan   -6.2081089139    1.8899116394   -2.6816543182
   9570             nan             nan             nan   -6.2081089811    1.8899116422   -2.6816544060
   9571             nan             nan             nan   -6.2081090483    1.8899116450   -2.6816544938
   9572             nan             nan             nan   -6.2081091154    1.8899116477   -2.6816545816
   9573             nan             nan             nan   -6.2081091826    1.8899116505   -2.6816546693
   9574             nan             nan             nan   -6.2081092497    1.8899116532   -2.6816547571
   9575             nan             nan             nan   -6.2081093168    1.8899116560   -2.6816548448
   9576             nan             nan             nan   -6.2081093839    1.8899116587   -2.6816549325
   9577             nan             nan             nan   -6.2081094510    1.8899116615   -2.6816550202
   9578             nan             nan             nan   -6.2081095181    1.8899116643   -2.6816551079
   9579             nan             nan             nan   -6.2081095851    1.8899116670   -2.6816551955
   9580             nan             nan             nan   -6.2081096522    1.8899116698   -2.6816552831
   9581             nan             nan             nan   -6.2081097192    1.8899116725   -2.6816553708
   9582             nan             nan             nan   -6.2081097862    1.8899116753   -2.6816554584
   9583             nan             nan             nan   -6.2081098532    1.8899116780   -2.6816555459
   9584             nan             nan             nan   -6.2081099202    1.8899116808   -2.6816556335
   9585             nan             nan             nan   -6.2081099872    1.8899116835   -2.6816557210
   9586             nan             nan             nan   -6.2081100541    1.8899116863   -2.6816558086
   9587             nan             nan             nan   -6.2081101211    1.8899116890   -2.6816558961
   9588             nan             nan             nan   -6.2081101880    1.8899116918   -2.6816559835
   9589             nan             nan             nan   -6.2081102549    1.8899116945   -2.6816560710
   9590             nan             nan             nan   -6.2081103218    1.8899116973   -2.6816561585
   9591             nan             nan             nan   -6.2081103887    1.8899117000   -2.6816562459
   9592             nan             nan             nan   -6.2081104556    1.8899117028   -2.6816563333
   9593             nan             nan             nan   -6.2081105225    1.8899117055   -2.6816564207
   9594             nan             nan             nan   -6.2081105893    1.8899117083   -2.6816565081
   9595             nan             nan             nan   -6.2081106561    1.8899117110   -2.6816565954
   9596             nan             nan             nan   -6.2081107230    1.8899117138   -2.6816566828
   9597             nan             nan             nan   -6.2081107898    1.8899117165   -2.6816567701
   9598             nan             nan             nan   -6.2081108566    1.8899117193   -2.6816568574
   9599             nan             nan             nan   -6.2081109233    1.8899117220   -2.6816569447
   9600             nan             nan             nan   -6.2081109901    1.8899117247   -2.6816570320
   9601             nan             nan             nan   -6.2081110568    1.8899117275   -2.6816571192
   9602             nan             nan             nan   -6.2081111236    1.8899117302   -2.6816572064
   9603             nan             nan             nan   -6.2081111903    1.8899117330   -2.6816572937
   9604             nan             nan             nan   -6.2081112570    1.8899117357   -2.6816573809
   9605             nan             nan             nan   -6.2081113237    1.8899117385   -2.6816574680
   9606             nan             nan             nan   -6.2081113904    1.8899117412   -2.6816575552
   9607             nan             nan             nan   -6.2081114571    1.8899117439   -2.6816576423
   9608             nan             nan             nan   -6.2081115237    1.8899117467   -2.6816577295
   9609             nan             nan             nan   -6.2081115904    1.8899117494   -2.6816578166
   9610             nan             nan             nan   -6.2081116570    1.8899117521   -2.6816579036
   9611             nan             nan             nan   -6.2081117236    1.8899117549   -2.6816579907
   9612             nan             nan             nan   -6.2081117902    1.8899117576   -2.6816580778
   9613             nan             nan             nan   -6.2081118568    1.8899117604   -2.6816581648
   9614             nan             nan             nan   -6.2081119233    1.8899117631   -2.6816582518
   9615             nan             nan             nan   -6.2081119899    1.8899117658   -2.6816583388
   9616             nan             nan             nan   -6.2081120564    1.8899117686   -2.6816584258
   9617             nan             nan             nan   -6.2081121230    1.8899117713   -2.6816585127
   9618             nan             nan             nan   -6.2081121895    1.8899117740   -2.6816585997
   9619             nan             nan             nan   -6.2081122560    1.8899117768   -2.6816586866
   9620             nan             nan             nan   -6.2081123225    1.8899117795   -2.6816587735
   9621             nan             nan             nan   -6.2081123889    1.8899117822   -2.6816588604
   9622             nan             nan             nan   -6.2081124554    1.8899117850   -2.6816589473
   9623             nan             nan             nan   -6.2081125218    1.8899117877   -2.6816590341
   9624             nan             nan             nan   -6.2081125883    1.8899117904   -2.6816591210
   9625             nan             nan             nan   -6.2081126547    1.8899117931   -2.6816592078
   9626             nan             nan             nan   -6.2081127211    1.8899117959   -2.6816592946
   9627             nan             nan             nan   -6.2081127875    1.8899117986   -2.6816593813
   9628             nan             nan             nan   -6.2081128539    1.8899118013   -2.6816594681
   9629             nan             nan             nan   -6.2081129202    1.8899118041   -2.6816595548
   9630             nan             nan             nan   -6.2081129866    1.8899118068   -2.6816596416
   9631             nan             nan             nan   -6.2081130529    1.8899118095   -2.6816597283
   9632             nan             nan             nan   -6.2081131192    1.8899118122   -2.6816598150
   9633             nan             nan             nan   -6.2081131855    1.8899118150   -2.6816599016
   9634             nan             nan             nan   -6.2081132518    1.8899118177   -2.6816599883
   9635             nan             nan             nan   -6.2081133181    1.8899118204   -2.6816600749
   9636             nan             nan             nan   -6.2081133844    1.8899118231   -2.6816601615
   9637             nan             nan             nan   -6.2081134506    1.8899118259   -2.6816602481
   9638             nan             nan             nan   -6.2081135169    1.8899118286   -2.6816603347
   9639             nan             nan             nan   -6.2081135831    1.8899118313   -2.6816604213
   9640             nan             nan             nan   -6.2081136493    1.8899118340   -2.6816605078
   9641             nan             nan             nan   -6.2081137155    1.8899118367   -2.6816605944
   9642             nan             nan             nan   -6.2081137817    1.8899118395   -2.6816606809
   9643             nan             nan             nan   -6.2081138479    1.8899118422   -2.6816607674
   9644             nan             nan             nan   -6.2081139140    1.8899118449   -2.6816608538
   9645             nan             nan             nan   -6.2081139802    1.8899118476   -2.6816609403
   9646             nan             nan             nan   -6.2081140463    1.8899118503   -2.6816610267
   9647             nan             nan             nan   -6.2081141124    1.8899118530   -2.6816611131
   9648             nan             nan             nan   -6.2081141785    1.8899118558   -2.6816611996
   9649             nan             nan             nan   -6.2081142446    1.8899118585   -2.6816612859
   9650             nan             nan             nan   -6.2081143107    1.8899118612   -2.6816613723
   9651             nan             nan             nan   -6.2081143767    1.8899118639   -2.6816614586
   9652             nan             nan             nan   -6.2081144428    1.8899118666   -2.6816615450
   9653             nan             nan             nan   -6.2081145088    1.8899118693   -2.6816616313
   9654             nan             nan             nan   -6.2081145748    1.8899118720   -2.6816617176
   9655             nan             nan             nan   -6.2081146408    1.8899118748   -2.6816618039
   9656             nan             nan             nan   -6.2081147068    1.8899118775   -2.6816618901
   9657             nan             nan             nan   -6.2081147728    1.8899118802   -2.6816619764
   9658             nan             nan             nan   -6.2081148388    1.8899118829   -2.6816620626
   9659             nan             nan             nan   -6.2081149047    1.8899118856   -2.6816621488
   9660             nan             nan             nan   -6.2081149707    1.8899118883   -2.6816622350
   9661             nan             nan             nan   -6.2081150366    1.8899118910   -2.6816623211
   9662             nan             nan             nan   -6.2081151025    1.8899118937   -2.6816624073
   9663             nan             nan             nan   -6.2081151684    1.8899118964   -2.6816624934
   9664             nan             nan             nan   -6.2081152343    1.8899118991   -2.6816625795
   9665             nan             nan             nan   -6.2081153001    1.8899119019   -2.6816626656
   9666             nan             nan             nan   -6.2081153660    1.8899119046   -2.6816627517
   9667             nan             nan             nan   -6.2081154318    1.8899119073   -2.6816628378
   9668             nan             nan             nan   -6.2081154977    1.8899119100   -2.6816629238
   9669             nan             nan             nan   -6.2081155635    1.8899119127   -2.6816630099
   9670             nan             nan             nan   -6.2081156293    1.8899119154   -2.6816630959
   9671             nan             nan             nan   -6.2081156951    1.8899119181   -2.6816631819
   9672             nan             nan             nan   -6.2081157608    1.8899119208   -2.6816632678
   9673             nan             nan             nan   -6.2081158266    1.8899119235   -2.6816633538
   9674             nan             nan             nan   -6.2081158923    1.8899119262   -2.6816634397
   9675             nan             nan             nan   -6.2081159581    1.8899119289   -2.6816635256
   9676             nan             nan             nan   -6.2081160238    1.8899119316   -2.6816636115
   9677             nan             nan             nan   -6.2081160895    1.8899119343   -2.6816636974
   9678             nan             nan             nan   -6.2081161552    1.8899119370   -2.6816637833
   9679             nan             nan             nan   -6.2081162209    1.8899119397   -2.6816638691
   9680             nan             nan             nan   -6.2081162865    1.8899119424   -2.6816639550
   9681             nan             nan             nan   -6.2081163522    1.8899119451   -2.6816640408
   9682             nan             nan             nan   -6.2081164178    1.8899119478   -2.6816641266
   9683             nan             nan             nan   -6.2081164834    1.8899119505   -2.6816642124
   9684             nan             nan             nan   -6.2081165491    1.8899119532   -2.6816642981
   9685             nan             nan             nan   -6.2081166147    1.8899119559   -2.6816643839
   9686             nan             nan             nan   -6.2081166802    1.8899119586   -2.6816644696
   9687             nan             nan             nan   -6.2081167458    1.8899119613   -2.6816645553
   9688             nan             nan             nan   -6.2081168114    1.8899119640   -2.6816646410
   9689             nan             nan             nan   -6.2081168769    1.8899119666   -2.6816647267
   9690             nan             nan             nan   -6.2081169424    1.8899119693   -2.6816648123
   9691             nan             nan             nan   -6.2081170080    1.8899119720   -2.6816648980
   9692             nan             nan             nan   -6.2081170735    1.8899119747   -2.6816649836
   9693             nan             nan             nan   -6.2081171389    1.8899119774   -2.6816650692
   9694             nan             nan             nan   -6.2081172044    1.8899119801   -2.6816651548
   9695             nan             nan             nan   -6.2081172699    1.8899119828   -2.6816652403
   9696             nan             nan             nan   -6.2081173353    1.8899119855   -2.6816653259
   9697             nan             nan             nan   -6.2081174008    1.8899119882   -2.6816654114
   9698             nan             nan             nan   -6.2081174662    1.8899119909   -2.6816654969
   9699             nan             nan             nan   -6.2081175316    1.8899119935   -2.6816655824
   9700             nan             nan             nan   -6.2081175970    1.8899119962   -2.6816656679
   9701             nan             nan             nan   -6.2081176624    1.8899119989   -2.6816657534
   9702             nan             nan             nan   -6.2081177277    1.8899120016   -2.6816658388
   9703             nan             nan             nan   -6.2081177931    1.8899120043   -2.6816659242
   9704             nan             nan             nan   -6.2081178584    1.8899120070   -2.6816660096
   9705             nan             nan             nan   -6.2081179238    1.8899120097   -2.6816660950
   9706             nan             nan             nan   -6.2081179891    1.8899120123   -2.6816661804
   9707             nan             nan             nan   -6.2081180544    1.8899120150   -2.6816662657
   9708             nan             nan             nan   -6.2081181197    1.8899120177   -2.6816663511
   9709             nan             nan             nan   -6.2081181849    1.8899120204   -2.6816664364
   9710             nan             nan             nan   -6.2081182502    1.8899120231   -2.6816665217
   9711             nan             nan             nan   -6.2081183154    1.8899120258   -2.6816666070
   9712             nan             nan             nan   -6.2081183807    1.8899120284   -2.6816666923
   9713             nan             nan             nan   -6.2081184459    1.8899120311   -2.6816667775
   9714             nan             nan             nan   -6.2081185111    1.8899120338   -2.6816668627
   9715             nan             nan             nan   -6.2081185763    1.8899120365   -2.6816669479
   9716             nan             nan             nan   -6.2081186415    1.8899120392   -2.6816670331
   9717             nan             nan             nan   -6.2081187066    1.8899120418   -2.6816671183
   9718             nan             nan             nan   -6.2081187718    1.8899120445   -2.6816672035
   9719             nan             nan             nan   -6.2081188369    1.8899120472   -2.6816672886
   9720             nan             nan             nan   -6.2081189021    1.8899120499   -2.6816673738
   9721             nan             nan             nan   -6.2081189672    1.8899120525   -2.6816674589
   9722             nan             nan             nan   -6.2081190323    1.8899120552   -2.6816675440
   9723             nan             nan             nan   -6.2081190974    1.8899120579   -2.6816676290
   9724             nan             nan             nan   -6.2081191624    1.8899120606   -2.6816677141
   9725             nan             nan             nan   -6.2081192275    1.8899120632   -2.6816677991
   9726             nan             nan             nan   -6.2081192925    1.8899120659   -2.6816678841
   9727             nan             nan             nan   -6.2081193576    1.8899120686   -2.6816679691
   9728             nan             nan             nan   -6.2081194226    1.8899120713   -2.6816680541
   9729             nan             nan             nan   -6.2081194876    1.8899120739   -2.6816681391
   9730             nan             nan             nan   -6.2081195526    1.8899120766   -2.6816682241
   9731             nan             nan             nan   -6.2081196176    1.8899120793   -2.6816683090
   9732             nan             nan             nan   -6.2081196825    1.8899120819   -2.6816683939
   9733             nan             nan             nan   -6.2081197475    1.8899120846   -2.6816684788
   9734             nan             nan             nan   -6.2081198124    1.8899120873   -2.6816685637
   9735             nan             nan             nan   -6.2081198773    1.8899120899   -2.6816686486
   9736             nan             nan             nan   -6.2081199423    1.8899120926   -2.6816687334
   9737             nan             nan             nan   -6.2081200072    1.8899120953   -2.6816688182
   9738             nan             nan             nan   -6.2081200720    1.8899120979   -2.6816689030
   9739             nan             nan             nan   -6.2081201369    1.8899121006   -2.6816689878
   9740             nan             nan             nan   -6.2081202018    1.8899121033   -2.6816690726
   9741             nan             nan             nan   -6.2081202666    1.8899121059   -2.6816691574
   9742             nan             nan             nan   -6.2081203314    1.8899121086   -2.6816692421
   9743             nan             nan             nan   -6.2081203963    1.8899121113   -2.6816693268
   9744             nan             nan             nan   -6.2081204611    1.8899121139   -2.6816694115
   9745             nan             nan             nan   -6.2081205259    1.8899121166   -2.6816694962
   9746             nan             nan             nan   -6.2081205906    1.8899121192   -2.6816695809
   9747             nan             nan             nan   -6.2081206554    1.8899121219   -2.6816696656
   9748             nan             nan             nan   -6.2081207202    1.8899121246   -2.6816697502
   9749             nan             nan             nan   -6.2081207849    1.8899121272   -2.6816698348
   9750             nan             nan             nan   -6.2081208496    1.8899121299   -2.6816699194
   9751             nan             nan             nan   -6.2081209143    1.8899121325   -2.6816700040
   9752             nan             nan             nan   -6.2081209790    1.8899121352   -2.6816700886
   9753             nan             nan             nan   -6.2081210437    1.8899121379   -2.6816701731
   9754             nan             nan             nan   -6.2081211084    1.8899121405   -2.6816702577
   9755             nan             nan             nan   -6.2081211730    1.8899121432   -2.6816703422
   9756             nan             nan             nan   -6.2081212377    1.8899121458   -2.6816704267
   9757             nan             nan             nan   -6.2081213023    1.8899121485   -2.6816705112
   9758             nan             nan             nan   -6.2081213669    1.8899121511   -2.6816705956
   9759             nan             nan             nan   -6.2081214316    1.8899121538   -2.6816706801
   9760             nan             nan             nan   -6.2081214961    1.8899121565   -2.6816707645
   9761             nan             nan             nan   -6.2081215607    1.8899121591   -2.6816708489
   9762             nan             nan             nan   -6.2081216253    1.8899121618   -2.6816709333
   9763             nan             nan             nan   -6.2081216898    1.8899121644   -2.6816710177
   9764             nan             nan             nan   -6.2081217544    1.8899121671   -2.6816711021
   9765             nan             nan             nan   -6.2081218189    1.8899121697   -2.6816711864
   9766             nan             nan             nan   -6.2081218834    1.8899121724   -2.6816712707
   9767             nan             nan             nan   -6.2081219479    1.8899121750   -2.6816713550
   9768             nan             nan             nan   -6.2081220124    1.8899121777   -2.6816714393
   9769             nan             nan             nan   -6.2081220769    1.8899121803   -2.6816715236
   9770             nan             nan             nan   -6.2081221413    1.8899121830   -2.6816716079
   9771             nan             nan             nan   -6.2081222058    1.8899121856   -2.6816716921
   9772             nan             nan             nan   -6.2081222702    1.8899121883   -2.6816717763
   9773             nan             nan             nan   -6.2081223347    1.8899121909   -2.6816718605
   9774             nan             nan             nan   -6.2081223991    1.8899121936   -2.6816719447
   9775             nan             nan             nan   -6.2081224635    1.8899121962   -2.6816720289
   9776             nan             nan             nan   -6.2081225278    1.8899121989   -2.6816721130
   9777             nan             nan             nan   -6.2081225922    1.8899122015   -2.6816721972
   9778             nan             nan             nan   -6.2081226566    1.8899122041   -2.6816722813
   9779             nan             nan             nan   -6.2081227209    1.8899122068   -2.6816723654
   9780             nan             nan             nan   -6.2081227852    1.8899122094   -2.6816724495
   9781             nan             nan             nan   -6.2081228495    1.8899122121   -2.6816725335
